,ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default
1017,1018,140000,2,3,2,57,2,0,0,0,0,0,131795,134083,125360,99313,90623,92425,6743,5421,3926,3290,3310,3424,1
1029,1030,30000,2,2,1,67,2,2,0,0,2,2,30374,29038,27737,29499,30124,26855,0,1500,2182,1200,0,2302,1
1032,1033,140000,2,1,2,31,-1,2,-1,-1,-1,-1,652,326,326,326,476,326,0,326,326,476,326,326,1
1035,1036,60000,1,2,2,27,1,2,0,0,2,2,43356,42381,46663,49877,50734,49764,0,5000,4000,1800,0,2000,1
1037,1038,180000,1,3,1,54,0,0,0,0,0,0,149698,137260,124500,111430,98182,84598,4834,4371,3849,3405,2887,2402,1
1041,1042,230000,2,2,2,52,2,-1,2,0,-1,-1,1292,3943,1990,1499,593,2553,3951,1,9,594,2560,3759,1
1044,1045,20000,2,1,2,22,2,2,2,2,2,2,16233,20547,20542,19572,20437,19994,5383,660,0,1538,0,2658,1
1046,1047,220000,1,3,1,30,0,0,0,0,2,0,162105,170592,173969,183030,181385,174107,10000,5013,10626,52,5255,4222,1
1047,1048,140000,2,3,2,24,1,2,2,2,0,0,42897,45739,46468,45422,46371,47297,3821,1775,0,1833,1850,2000,1
1059,1060,20000,1,3,1,33,2,0,0,0,0,-2,20500,16237,20960,6914,1017,780,2191,1000,0,1017,780,6380,1
1060,1061,60000,2,3,1,34,0,0,0,2,0,0,9928,11261,12853,12352,12703,13338,1500,2090,0,700,1000,1400,1
1062,1063,280000,2,2,1,56,0,0,0,0,0,0,284204,284041,283396,213294,213384,213604,10261,17003,7657,7750,7861,8083,1
1064,1065,30000,2,3,1,55,2,0,0,0,0,0,29278,30393,29785,30377,30155,31098,1600,1585,1377,1155,2600,0,1
1067,1068,240000,1,2,2,43,-1,-1,-1,-1,-1,-1,291,291,291,291,291,291,291,291,291,291,291,291,1
1071,1072,150000,2,2,1,44,-1,-1,-1,-1,-1,-1,390,5104,10318,5775,14441,780,5104,10318,10355,14441,780,66950,1
1083,1084,50000,2,1,2,25,1,2,2,2,2,2,47054,48008,48913,49847,50840,49502,2000,2000,2000,1900,1900,1600,1
1086,1087,410000,2,2,1,41,0,0,0,0,0,0,354506,363666,369776,368779,369358,368043,14600,15500,14000,13580,14000,19000,1
1093,1094,360000,1,2,1,41,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
1100,1101,210000,2,3,2,46,1,2,0,0,-1,-1,5816,5579,20079,17309,2310,241,13,17309,0,2310,241,4000,1
1101,1102,30000,2,2,2,24,0,0,2,2,2,0,24238,26996,26269,27734,27151,28199,3462,0,2200,0,1500,1500,1
1104,1105,20000,2,2,1,35,1,2,2,3,2,0,18648,18061,21034,20419,19289,19600,0,3292,0,0,781,701,1
1108,1109,80000,1,2,1,54,0,0,0,0,0,0,76962,79463,79761,30286,29898,30364,4000,3500,1100,1100,1200,1000,1
1116,1117,150000,2,2,2,37,0,0,0,0,0,0,80463,82513,84271,43832,33963,34638,3348,3490,1402,1233,1240,1284,1
1118,1119,140000,2,3,1,54,1,-2,-2,-2,-2,-2,-150,-150,-150,-150,-150,-150,0,0,0,0,0,0,1
1120,1121,200000,2,2,2,40,2,0,0,0,0,0,176502,176297,162826,160186,161965,152361,8000,7300,6000,6000,6000,6000,1
1121,1122,20000,1,2,2,30,1,2,4,3,2,2,19977,21359,20581,19860,19690,1735,2000,0,0,0,500,0,1
1129,1130,50000,2,2,2,23,0,0,0,2,2,2,47053,47835,51109,51713,52738,48789,1842,4116,2000,1950,0,1885,1
1130,1131,230000,2,2,1,34,0,0,0,0,0,0,234328,234211,157345,155335,153427,150514,8913,5449,5339,5370,4435,4432,1
1144,1145,100000,2,2,1,35,2,0,0,2,2,0,98845,95265,98571,99322,96661,95951,4600,8002,4003,2,4005,4000,1
1145,1146,240000,1,2,1,32,2,2,2,0,0,0,127418,135942,132640,135320,138523,141618,10400,0,4500,5000,5000,5000,1
1146,1147,70000,2,1,2,31,2,2,7,7,7,7,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,1
1152,1153,180000,2,2,2,42,2,2,2,2,2,2,50420,51818,52372,52917,54123,55176,2500,2000,2000,2200,2100,2200,1
1170,1171,140000,2,1,2,28,0,0,2,0,0,0,9305,13614,13103,14077,15189,16275,4800,0,1500,1500,1500,1500,1
1174,1175,140000,2,2,1,29,0,0,0,0,0,0,81764,92071,43777,22806,12643,29707,20167,5000,28800,2000,20007,10009,1
1175,1176,180000,1,2,2,25,2,2,2,0,0,0,10022,12847,12351,12350,12608,12892,3000,0,500,455,491,500,1
1182,1183,90000,2,2,1,55,2,2,0,0,0,0,81998,83674,80890,31565,33049,22694,4003,3000,3000,3000,2000,2000,1
1186,1187,20000,1,2,1,30,-1,-1,0,0,-1,-1,1261,2835,2522,1261,1261,930,2835,1000,0,1261,930,540,1
1192,1193,270000,2,2,2,34,-1,-1,-1,-1,-1,-1,381,3376,2958,4154,5885,3129,3406,2983,4172,5912,3143,0,1
1198,1199,340000,2,3,2,44,0,0,0,0,0,0,142836,145125,146682,150407,147868,149349,7000,5500,6027,5328,5390,6047,1
1205,1206,210000,2,2,1,29,0,0,0,0,0,0,209807,123664,51353,43485,44784,45685,5088,2000,1600,2000,1800,1807,1
1206,1207,70000,2,3,1,49,2,2,2,2,2,2,21024,21790,21142,23772,24930,25709,1400,0,3000,1700,1340,1100,1
1208,1209,230000,2,2,1,51,0,0,0,0,0,0,51802,53956,56968,58099,59318,60504,3000,3921,2079,2155,2174,2225,1
1209,1210,20000,1,3,1,23,-1,-1,0,0,0,0,3675,19316,19844,19844,20388,19554,19316,1261,651,803,747,155,1
1212,1213,290000,2,1,1,30,-1,-1,-1,-1,-1,-1,1312,1312,1311,1486,1488,1650,1318,1317,1493,1495,1657,35267,1
1223,1224,150000,2,2,1,42,-1,-1,-1,-1,-1,-1,3260,2270,5887,3935,3935,3935,2270,5887,3935,3935,3935,3935,1
1225,1226,20000,1,3,2,22,0,0,0,-2,-2,-2,19624,16972,0,0,0,0,1000,0,0,0,0,0,1
1228,1229,90000,2,2,1,23,0,0,0,0,0,0,12770,14241,14895,25195,23769,2269,2500,1200,10500,7000,1000,0,1
1230,1231,50000,2,2,2,22,0,0,0,0,0,0,50834,50770,50215,29386,29527,30125,2200,1517,1000,1500,2005,1305,1
1235,1236,30000,1,2,2,54,0,0,0,0,0,0,26278,24767,27533,26400,25620,390,1700,3400,2528,0,390,780,1
1236,1237,50000,1,2,2,27,2,2,0,0,0,0,23901,13262,8643,7382,1975,50514,4146,1200,0,0,49800,0,1
1238,1239,120000,1,2,1,57,0,0,0,0,0,0,118709,120580,118684,88557,91124,88094,5000,5007,4000,4003,4003,4000,1
1243,1244,100000,2,3,1,50,2,2,2,-1,0,0,110537,99734,99973,71008,66735,68621,0,3000,103000,2500,3000,3000,1
1246,1247,170000,1,1,1,39,2,2,2,2,4,3,74298,80073,81959,89991,88018,86299,7000,3800,10000,0,0,3100,1
1249,1250,350000,2,1,1,52,2,2,7,7,7,7,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,1
1251,1252,200000,2,1,2,29,0,0,-1,0,0,-2,65935,25574,28727,19164,0,0,1011,31209,383,0,0,0,1
1261,1262,380000,1,2,1,50,0,0,0,0,0,0,385662,294826,220022,154283,35270,332270,12020,9009,6109,3000,332000,12000,1
1263,1264,150000,2,3,1,43,-1,-1,2,0,-1,-1,264,948,632,316,316,1414,1000,0,0,316,1414,0,1
1268,1269,120000,1,2,2,37,-1,2,0,0,0,2,16241,16680,17695,17901,19608,19143,1000,1600,800,2000,0,1600,1
1275,1276,20000,1,1,2,26,-1,-1,-1,-1,-1,-1,416,416,416,416,416,982,416,416,416,416,982,0,1
1288,1289,20000,2,3,1,48,1,2,2,3,2,2,14589,16743,17522,17055,10400,0,2700,1400,0,0,0,0,1
1293,1294,250000,2,2,2,36,0,-1,-1,0,0,0,6220,27217,6149,26202,6906,3855,27225,6159,25846,0,3855,3876,1
1298,1299,80000,2,1,2,29,0,0,0,0,0,0,16936,17963,18976,19660,20343,21003,1303,1316,1000,1000,1000,933,1
1299,1300,70000,1,2,1,37,-1,2,0,0,-1,-1,10323,6659,6740,3559,7086,6979,0,3559,189,7086,3370,0,1
1301,1302,10000,2,3,2,22,0,0,2,0,0,0,10012,9784,9473,8947,9135,8613,2452,7,308,320,328,1000,1
1303,1304,140000,1,2,2,26,2,0,0,0,0,0,133572,135367,113272,115685,118171,120550,6169,4500,4287,4500,4500,9500,1
1310,1311,160000,1,2,1,31,3,2,0,0,0,0,26295,27074,28314,29341,31690,33993,1500,2000,1500,3000,3000,1500,1
1315,1316,140000,1,2,1,48,-1,-1,2,0,0,-2,1600,5012,4739,4739,0,0,5012,0,0,0,0,2770,1
1332,1333,160000,2,2,1,38,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
1334,1335,300000,2,3,2,29,-2,-2,-2,-2,-2,-2,-140,28092,3572,195,209,990,28232,3589,195,210,994,0,1
1336,1337,70000,2,2,2,26,2,2,2,3,2,2,42583,43600,47550,46487,47298,46384,2000,5000,0,1700,0,3700,1
1339,1340,50000,2,3,1,53,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
1342,1343,50000,2,1,2,22,-1,-1,-1,-1,-1,-1,586,297,3674,1392,3085,3450,297,3675,1392,3086,3492,3721,1
1344,1345,200000,1,1,1,38,-1,-1,-1,-1,-1,-1,6186,735,1463,15550,5045,6709,735,1463,15550,5045,6709,3021,1
1349,1350,10000,2,2,2,49,1,2,0,0,0,0,8184,5011,5728,4255,2782,1309,0,1000,0,0,0,0,1
1351,1352,280000,2,1,1,39,-1,0,-1,-1,-1,-1,7791,5851,430,2041,775,580,1000,430,2041,775,580,1029,1
1357,1358,20000,2,2,1,22,2,2,2,0,0,0,16726,19143,18391,18562,11798,0,3000,0,371,1236,0,0,1
1362,1363,260000,2,2,1,37,2,2,2,0,0,0,244738,251351,244949,248273,119124,132619,12000,0,11000,4321,20000,27,1
1367,1368,50000,1,3,2,22,0,0,0,0,0,0,42678,38239,22691,8807,7143,6967,1500,1100,1000,500,500,1000,1
1390,1391,60000,1,2,1,37,3,4,3,2,2,2,30381,29986,29210,29729,30505,32232,366,0,1300,1400,2400,2300,1
1396,1397,180000,2,2,2,24,1,2,2,2,2,2,108580,105403,112073,111345,98404,102460,0,8564,4000,0,7414,0,1
1402,1403,70000,2,2,1,44,0,0,0,0,0,0,4221,6642,8361,10208,11038,11848,2500,2000,2000,1000,1000,1000,1
1405,1406,300000,2,1,1,45,-1,-1,-1,0,0,-1,6608,10009,22456,22056,14020,1230,10017,22456,0,0,1230,0,1
1408,1409,220000,2,2,2,25,0,0,0,0,0,0,165040,167485,148133,123266,125736,128342,6809,7038,5000,4500,5000,4473,1
1428,1429,210000,2,1,1,37,2,2,2,2,2,2,76089,77985,79104,80399,81462,83366,3700,3000,3200,2500,3400,4300,1
1431,1432,70000,2,2,1,42,2,2,2,2,2,2,50886,51975,52527,53560,54653,55797,2200,2000,2500,2100,2200,2100,1
1432,1433,230000,1,2,2,32,2,2,2,2,2,2,189567,189023,187521,182671,174794,182160,9000,6300,6200,500,12500,0,1
1435,1436,100000,1,1,2,31,2,2,2,2,2,2,33752,32928,35572,34700,36942,36196,0,3200,0,2800,0,1511,1
1436,1437,80000,2,1,2,29,0,0,0,2,0,0,81337,80290,82215,80422,78284,77270,2842,20412,0,3000,3000,3000,1
1442,1443,100000,1,3,1,44,-1,-1,-1,-1,-1,-1,780,0,390,390,390,390,0,390,390,390,390,390,1
1444,1445,40000,1,1,2,24,1,2,0,0,0,3,28926,28182,28912,29495,33011,32194,0,1500,1064,4000,0,0,1
1446,1447,210000,2,1,1,37,1,-1,-1,-1,-1,-1,0,732,873,148,129,292,732,873,148,129,292,0,1
1449,1450,60000,2,3,1,50,0,0,0,0,0,0,61600,61952,60661,29095,17636,31406,3300,2000,900,889,21500,3600,1
1451,1452,290000,2,1,2,33,-1,-1,-1,-1,-1,-1,413,486,820,60,1773,3904,486,820,60,1773,3904,0,1
1457,1458,500000,1,2,1,42,1,-1,2,2,0,0,-984,3516,1924,1924,8924,6729,4500,0,0,7000,36,532,1
1458,1459,90000,2,3,2,24,-1,-1,-1,-1,-1,-2,595,207,18189,557,0,0,207,18281,557,0,0,0,1
1460,1461,50000,2,2,1,37,2,2,3,3,3,3,1050,1050,1050,1050,1050,1050,0,0,0,0,0,0,1
1466,1467,140000,2,1,2,23,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
1469,1470,160000,2,3,2,29,1,-2,-2,-2,-2,-2,0,0,4150,2065,0,500,0,4150,2065,0,500,0,1
1471,1472,20000,1,2,2,21,0,0,2,0,0,-2,19277,20997,20200,20000,0,0,5000,0,0,0,0,0,1
1474,1475,110000,2,3,2,29,0,0,0,0,0,0,101006,104474,106332,106906,108952,110444,5300,5300,4000,4100,4631,4404,1
1478,1479,210000,2,1,2,30,1,-2,-2,-2,-1,-1,0,0,0,0,49525,0,0,0,0,49525,0,0,1
1485,1486,20000,2,2,3,44,2,2,7,7,7,6,2400,2400,2400,2400,2400,1800,0,0,0,0,0,0,1
1488,1489,50000,1,1,2,28,3,2,2,0,0,0,49828,50467,48964,49447,44067,44760,2121,0,2000,2000,2000,2000,1
1489,1490,50000,2,1,2,29,0,0,2,2,2,2,10532,13145,12637,13922,13556,14528,2800,0,1500,0,1200,0,1
1496,1497,360000,2,2,2,35,2,2,2,0,0,0,360023,363239,350214,319960,260944,202686,14693,30,12302,10004,7506,19721,1
1509,1510,180000,2,1,1,27,2,2,2,2,2,0,81044,78403,58083,58244,56041,50816,2600,0,4700,0,2500,1092,1
1513,1514,210000,2,3,2,33,1,-2,-1,-1,-1,-1,0,0,3104,4056,565,960,0,3104,4056,565,960,1958,1
1517,1518,190000,1,3,1,49,2,2,2,2,2,2,178367,179062,177663,180312,185910,191895,5000,3000,7100,8700,9300,9500,1
1523,1524,30000,2,1,2,27,2,2,2,2,2,2,28207,29261,28497,29862,43148,30603,1800,0,2150,900,3776,0,1
1526,1527,90000,2,2,1,25,0,0,0,0,0,0,87525,89052,85807,68186,69011,70341,4200,3000,3000,3000,2600,3000,1
1538,1539,130000,2,2,2,25,-1,-1,-1,-1,-1,-1,1031,1583,776,776,776,776,1583,1000,776,776,776,12184,1
1540,1541,20000,1,2,2,22,1,2,0,0,0,0,8222,7948,8958,9456,10150,10727,0,1300,800,1000,900,2130,1
1544,1545,360000,2,2,2,34,1,-2,-2,-1,-1,-2,0,0,0,700,0,0,0,0,700,0,0,0,1
1545,1546,240000,2,2,1,44,-1,-1,-1,-1,-1,-1,3313,7458,2329,4267,2404,4243,7458,2335,4267,2404,4243,2952,1
1548,1549,500000,2,1,2,42,-1,-1,-1,2,-1,-1,30439,1844,844,614,2887,3850,1844,1000,0,3000,4000,6000,1
1550,1551,170000,1,2,1,48,0,0,0,0,0,0,93420,96284,97322,99419,101590,111679,4371,3533,3716,3934,12030,0,1
1555,1556,340000,1,1,1,52,-2,-2,-2,-2,-2,-2,30832,33652,35192,30000,10766,33887,33670,35212,30000,10766,33905,30200,1
1558,1559,50000,2,3,1,31,1,2,2,2,2,2,38102,40025,40071,40906,42100,41269,2830,1000,1800,2000,0,1704,1
1559,1560,240000,2,3,1,38,0,0,2,0,0,0,107148,113396,110084,112272,114779,116920,9500,0,4019,4317,4204,4314,1
1564,1565,300000,2,1,1,30,0,0,0,0,0,0,93738,84636,88446,76244,67747,70389,3000,5000,2500,2500,3500,87000,1
1569,1570,30000,2,2,2,23,-1,0,0,0,0,-1,3226,5591,6992,20412,14427,5119,3596,2992,16500,0,5119,0,1
1573,1574,50000,1,1,2,24,0,0,0,0,0,0,50716,50606,33265,29300,20703,30101,3029,2000,1021,1004,10000,2500,1
1599,1600,50000,1,1,2,33,0,0,0,0,0,0,47853,49474,47822,8585,8797,9001,2412,1500,500,500,500,490,1
1606,1607,160000,1,1,1,51,2,3,2,0,0,0,79244,77441,75598,82277,84955,87549,0,0,8000,4000,4000,4000,1
1607,1608,270000,2,1,1,37,-1,-1,-1,-1,-1,-1,264,264,1191,3691,3445,56264,264,1191,3691,3445,56264,953,1
1613,1614,130000,2,1,1,35,-1,-1,-1,-1,-1,-1,6348,321,321,0,321,0,321,321,0,321,0,0,1
1615,1616,320000,1,1,1,35,1,-2,-2,-2,-2,-2,291,2594,2691,291,291,291,2594,2691,291,291,291,3124,1
1616,1617,20000,1,2,3,35,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
1619,1620,90000,2,2,2,33,0,0,-1,-1,0,0,63626,1788,1988,55970,59612,40281,1000,2000,61000,5000,1800,1200,1
1625,1626,20000,1,3,1,63,2,2,2,2,2,0,16097,16951,17090,17128,16725,17263,1400,700,600,0,800,772,1
1627,1628,50000,2,2,1,47,0,0,0,0,0,0,44624,45128,3837,3913,4146,4225,2355,1064,140,296,296,301,1
1638,1639,70000,2,1,2,34,1,3,2,0,0,0,70971,71272,69405,34045,34995,36025,2000,0,1220,1500,1725,0,1
1642,1643,20000,1,2,2,44,0,0,0,0,0,0,17636,17947,17914,18357,19155,10200,1375,1122,565,1000,204,0,1
1644,1645,50000,1,3,1,72,2,0,0,0,2,2,35417,36453,37166,39710,40519,41324,1908,1621,3165,1600,1620,0,1
1645,1646,50000,1,2,1,48,0,0,0,0,0,0,40931,40892,41612,18825,18019,18124,1880,1650,10000,1000,700,600,1
1646,1647,50000,2,1,2,27,1,2,2,2,2,2,36794,35922,39319,38387,42764,41926,0,4000,0,5000,0,5000,1
1653,1654,300000,1,1,1,43,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
1656,1657,150000,2,1,2,29,0,0,2,0,0,0,108817,83654,79713,64468,66488,58131,7500,0,4000,4000,4000,3500,1
1661,1662,30000,2,2,1,39,-1,-1,-1,-1,-1,-1,223,223,223,223,223,675,223,223,223,223,675,10473,1
1663,1664,500000,2,1,2,36,-2,-2,-2,-2,-2,-2,-312,-2479,2479,2479,763,288,0,4958,0,763,0,14472,1
1667,1668,200000,1,2,1,42,1,2,0,0,2,2,38187,35827,19208,20023,19572,19652,44,1303,1522,0,1099,1339,1
1675,1676,50000,1,2,2,49,0,0,0,0,0,0,90231,90647,92309,93880,99418,101392,2852,2784,2603,10000,3164,2868,1
1680,1681,220000,2,2,2,31,-1,-1,-2,-1,-1,-2,38746,0,0,110699,0,0,0,0,110699,0,0,0,1
1689,1690,50000,1,3,1,46,-1,2,2,-2,-2,-2,13473,12800,0,0,0,0,0,0,0,0,0,0,1
1694,1695,80000,2,2,2,25,0,0,0,0,0,0,81003,85894,87061,89008,93523,80288,8213,3491,3508,19523,3288,1570,1
1696,1697,20000,1,2,1,35,1,2,2,0,0,0,19755,19661,20018,20427,19377,19386,1000,1000,1000,1500,900,1000,1
1702,1703,150000,2,1,2,30,0,0,2,0,0,2,44795,43700,19543,34648,24241,19339,10000,20,30000,19800,0,5000,1
1705,1706,20000,1,3,2,32,0,0,2,2,2,0,3677,6002,5758,12619,12274,15049,2400,0,7000,0,3000,4000,1
1710,1711,100000,2,1,2,30,0,0,0,0,2,0,28383,32903,42283,51539,50583,52588,5000,10000,10000,0,2846,1936,1
1712,1713,180000,1,3,1,33,2,2,0,0,0,2,159999,156038,159924,162775,174719,178651,0,8000,7000,15000,7000,0,1
1717,1718,170000,1,1,2,37,-1,-1,-1,-1,-1,-1,4334,1343,1078,1392,1606,9955,1343,1078,1392,1606,9955,4382,1
1719,1720,50000,2,3,1,40,2,2,0,0,0,0,49157,47990,38426,7816,7859,7979,0,2050,500,500,400,400,1
1722,1723,90000,1,2,1,44,2,0,0,0,0,0,89875,92338,87511,47796,48306,49054,4000,4200,1700,1800,2083,1827,1
1727,1728,60000,2,2,1,42,2,2,0,0,0,0,57598,50821,19638,18919,16853,29682,0,2000,2000,1000,20000,10000,1
1730,1731,150000,2,1,1,31,-2,-2,-2,-2,-2,-2,2977,1408,0,0,0,0,1408,0,0,0,0,4400,1
1731,1732,250000,2,2,2,33,0,0,0,0,0,0,255223,47070,48130,49625,51500,0,1600,1650,2100,3000,0,94825,1
1736,1737,80000,2,2,2,29,2,0,0,0,0,0,77416,75500,69313,67972,66800,68693,2661,2509,2500,3000,3000,3000,1
1738,1739,20000,2,2,2,23,0,0,0,0,0,0,17257,17417,14462,14750,15215,16209,1230,1239,527,702,1400,0,1
1740,1741,140000,1,1,1,54,0,0,0,0,0,0,139406,140295,134000,74388,92555,86993,5545,4200,3105,86417,3936,48390,1
1751,1752,10000,1,2,2,38,2,2,3,3,3,3,1050,1050,1050,1050,1050,1050,0,0,0,0,0,0,1
1765,1766,30000,2,1,2,27,0,0,0,0,0,0,23447,24563,25650,26222,26800,27554,1500,1500,1000,1000,1200,4271,1
1766,1767,20000,2,1,2,24,2,2,2,0,0,0,7919,8637,9339,10029,10615,11285,1000,1000,1000,900,1000,500,1
1769,1770,50000,2,2,1,46,-1,-1,-1,-1,-1,-1,569,1436,3220,6592,5085,1050,1440,3224,6621,5396,1050,0,1
1773,1774,50000,1,2,2,25,2,2,0,0,0,2,7180,6922,7849,8018,8884,8593,0,1200,300,1000,0,1000,1
1775,1776,80000,2,2,1,37,2,2,2,2,2,2,15234,16893,17834,17250,18470,18023,2200,1500,0,1500,0,1600,1
1777,1778,40000,1,3,1,43,0,0,0,0,0,0,41094,36554,37568,38314,39141,40231,1611,1625,1371,1444,1765,1283,1
1785,1786,220000,1,2,1,60,-1,-1,-1,-1,-1,-1,1994,1598,6944,7161,1534,11248,1606,6978,7196,1541,11304,483,1
1786,1787,40000,2,2,1,25,0,0,2,2,2,2,21590,24326,23642,25936,25384,26905,3400,0,3000,0,2100,0,1
1794,1795,120000,2,3,2,37,-1,-1,-1,-1,-1,-1,776,1616,776,776,776,776,1616,776,776,776,776,776,1
1800,1801,160000,2,2,1,35,-1,-1,-1,-1,-1,-1,776,1172,380,776,1172,380,1172,380,776,1172,380,776,1
1804,1805,450000,1,1,2,31,-1,-1,-1,-1,-1,-1,10350,3629,3271,6271,2135,2546,3629,3271,6271,2135,2546,4877,1
1812,1813,100000,1,2,2,39,0,0,0,0,0,0,121895,107315,115214,83649,59993,62813,4500,10000,11000,3000,4000,3000,1
1820,1821,120000,1,1,1,54,-1,-1,-1,-1,0,-1,390,390,390,1878,390,930,390,390,1878,0,930,0,1
1826,1827,260000,2,2,1,35,0,0,0,0,0,0,425349,435873,445129,452162,258010,221780,14347,15000,12406,9279,6078,0,1
1830,1831,20000,1,3,1,38,0,0,-1,-1,-1,-1,19805,19900,390,390,0,780,1000,390,390,0,780,0,1
1835,1836,50000,2,2,2,37,1,2,2,2,2,2,14008,13493,17259,16684,18017,17581,0,4000,0,1600,0,3000,1
1837,1838,290000,2,2,1,40,0,0,0,0,0,0,274558,256910,229566,148812,53157,47998,10700,11014,5800,1820,2000,2000,1
1839,1840,160000,2,3,1,51,2,2,2,2,2,2,142064,144900,146534,147955,145488,155041,6600,5500,5310,0,12000,0,1
1841,1842,200000,2,1,2,39,-2,-2,-2,-2,-1,-1,0,0,0,0,2330,0,0,0,0,2330,0,0,1
1843,1844,20000,1,1,2,41,-2,-2,0,0,0,0,18803,18376,19342,19081,19799,18718,36147,1281,658,1000,1000,760,1
1845,1846,180000,2,3,1,39,2,0,0,-2,-2,-2,172488,72050,0,0,0,0,3450,0,0,0,0,0,1
1847,1848,30000,1,2,2,26,1,3,2,2,0,0,31305,30527,30789,29504,30276,29695,0,1060,0,1251,1078,1243,1
1849,1850,150000,1,1,2,28,-1,2,2,-2,-2,-2,1111,820,-311,-602,-893,-1184,0,0,0,0,0,0,1
1861,1862,10000,1,2,2,35,1,6,5,4,3,2,8257,8001,7741,7481,7075,6815,0,0,0,0,0,700,1
1868,1869,160000,2,3,1,41,2,2,2,0,0,2,46017,47188,46134,47063,50034,51063,2200,0,2000,3900,2000,0,1
1869,1870,40000,2,2,1,23,2,2,2,2,2,2,33895,33068,35704,36173,36796,37288,0,3200,1500,1500,1400,1500,1
1874,1875,140000,1,2,1,34,-1,-1,-1,-1,-1,-1,430,430,702,430,430,430,430,702,430,430,430,860,1
1879,1880,30000,2,2,2,47,2,2,2,2,2,2,16039,17080,17302,17521,17893,18252,1600,800,800,800,800,0,1
1881,1882,150000,2,2,1,34,2,2,2,0,0,0,39465,42829,41845,42844,43999,45110,4000,0,2000,2000,2000,2000,1
1884,1885,100000,2,1,2,28,-1,-1,-1,-1,-1,-1,555,712,712,712,862,712,712,712,712,862,712,1840,1
1889,1890,210000,2,3,2,36,1,-1,-1,-2,-1,-1,0,4866,0,0,5916,0,4866,0,0,5916,0,0,1
1893,1894,130000,2,1,1,38,0,0,0,-2,-2,-2,64942,66775,0,0,0,0,4000,0,0,0,0,0,1
1894,1895,100000,1,2,2,30,1,3,7,6,7,8,72652,90461,89011,96593,105083,103522,20000,0,10000,10000,0,0,1
1910,1911,360000,1,1,1,38,-1,-1,-1,-1,-1,-1,780,0,390,390,390,390,0,390,390,390,390,390,1
1920,1921,100000,2,1,1,51,1,-2,-2,-1,2,2,0,0,0,300,150,780,0,0,300,0,630,0,1
1922,1923,20000,1,2,2,33,0,0,0,0,0,-1,8488,10179,11901,11901,9336,9054,2000,2000,0,0,9054,2000,1
1924,1925,220000,1,1,2,28,0,0,0,0,0,0,221268,219545,216317,181012,181435,183283,8700,8500,6300,6700,7200,5300,1
1931,1932,20000,2,1,2,24,-1,-1,-1,2,2,2,390,707,1320,930,780,240,1097,1003,0,240,0,780,1
1934,1935,300000,2,1,2,28,2,-1,-1,0,0,-2,1314,168,1080,1080,0,0,170,1080,0,0,0,2500,1
1936,1937,20000,2,1,2,24,1,-1,-1,-1,2,2,0,20087,2110,300,150,650,20087,2200,600,0,500,0,1
1937,1938,360000,2,2,2,27,0,0,0,0,0,0,238971,245515,248969,253896,259403,264352,10381,9036,9066,9576,9426,9435,1
1944,1945,220000,1,1,2,34,2,2,0,0,0,2,203101,185384,149839,142404,120918,87005,311,38024,8105,10117,37,5264,1
1945,1946,10000,2,1,2,27,-1,-1,-2,-2,-2,-2,499,0,0,0,0,0,0,0,0,0,0,0,1
1953,1954,50000,1,1,2,22,0,0,2,0,0,0,47726,51161,48310,50332,47492,50782,5500,0,3000,3000,5000,0,1
1956,1957,220000,2,1,1,42,2,2,2,2,2,2,2500,2500,2500,2500,2500,2500,0,0,0,0,0,0,1
1960,1961,30000,2,2,2,37,3,2,2,0,0,0,29657,30320,28991,29066,29340,30786,1763,0,1178,1223,2435,1200,1
1964,1965,150000,2,1,1,38,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
1968,1969,70000,1,1,2,30,2,2,0,0,0,0,34985,34146,35271,35986,36905,37641,0,2000,1300,1500,1500,1576,1
1971,1972,20000,1,2,1,40,1,2,0,0,0,0,20498,19692,20498,19898,19906,18586,0,1600,0,398,0,0,1
1974,1975,130000,1,1,2,25,1,-2,-2,-2,-2,-2,-2000,-2000,-2000,-2000,-2000,-2000,0,0,0,0,0,0,1
1979,1980,500000,2,1,1,35,0,0,0,0,0,0,35176,36193,44157,48322,21593,13866,2504,10004,5178,1047,2019,1004,1
1980,1981,150000,2,1,1,38,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
